Image_ID,confidence,class,ymin,xmin,ymax,xmax
id_11543h.jpg,1.0,Pepper_Bacterial_Spot,194.6496710526316,328.8034539473684,208.10773026315783,341.9679276315789
id_11543h.jpg,1.0,Pepper_Bacterial_Spot,149.63240131578945,256.7689144736842,162.91036184210523,266.1957236842105
id_11543h.jpg,1.0,Pepper_Bacterial_Spot,234.046875,327.1381578947368,252.71299342105263,338.8766447368421
id_11543h.jpg,1.0,Pepper_Bacterial_Spot,221.2771381578947,340.4111842105263,238.59375,354.65131578947364
id_11ee1c.jpg,1.0,Pepper_Fusarium,2000.563598242812,989.5889077,2184.2521964856232,1401.7489516773164
id_11ee1c.jpg,1.0,Pepper_Fusarium,1545.3519369009584,1189.4441393769969,1775.669179313099,1540.7310802715656
id_11gglx.jpg,1.0,Corn_Cercospora_Leaf_Spot,774.5625,2735.933838731909,850.4767419601837,2834.3487250172293
id_11gglx.jpg,1.0,Corn_Cercospora_Leaf_Spot,684.5900650842266,2204.4934527911782,735.1995597243491,2277.601654031702
id_11gglx.jpg,1.0,Corn_Cercospora_Leaf_Spot,1033.2332503828484,798.5665058580289,1092.2776607963249,880.1102687801516
id_11gglx.jpg,1.0,Corn_Common_Rust,872.9698507,202.45348035837355,1457.790677641654,804.1902136457616
id_11gglx.jpg,1.0,Corn_Cercospora_Leaf_Spot,718.3297281776416,2049.841488628532,768.9392228177642,2114.5141281874567
id_11gglx.jpg,1.0,Corn_Cercospora_Leaf_Spot,1350.948411179173,1844.576154376292,1421.239375957121,1934.5554789800133
id_11gglx.jpg,1.0,Corn_Common_Rust,774.5625,2735.933838731909,1449.355762,4080.0
id_11gglx.jpg,1.0,Corn_Common_Rust,653.6620405819295,2063.900758097863,1511.211810872894,2716.2508614748444
id_11gglx.jpg,1.0,Corn_Common_Rust,690.2133422664624,1341.2543073742245,1469.0372320061256,2176.3749138525154
id_11olmm.jpg,1.0,Corn_Cercospora_Leaf_Spot,758.3032802795032,1819.0356394129976,846.6821622670808,1972.9979035639408
id_11olmm.jpg,1.0,Corn_Cercospora_Leaf_Spot,826.7256405279503,3623.815513626834,923.6573175465838,3712.201257861635
id_11olmm.jpg,1.0,Corn_Cercospora_Leaf_Spot,285.0486219,3384.3186582809226,359.1728454968944,3467.0020964360588
id_11olmm.jpg,1.0,Corn_Cercospora_Leaf_Spot,205.2225349378882,2725.7023060796646,287.89955357142856,2842.5995807127883
id_11olmm.jpg,1.0,Corn_Cercospora_Leaf_Spot,219.4771933229813,3438.490566037736,287.89955357142856,3538.2809224318657
id_11olmm.jpg,1.0,Corn_Cercospora_Leaf_Spot,698.4337150621118,3672.2851153039833,766.8560753105589,3743.5639412997903
id_11olmm.jpg,1.0,Corn_Cercospora_Leaf_Spot,1482.4399262422362,980.7966457,1565.1169448757769,1097.6939203354298
id_11olmm.jpg,1.0,Corn_Cercospora_Leaf_Spot,1573.6697399068323,1334.339622641509,1633.5393051242236,1422.725367
id_11olmm.jpg,1.0,Corn_Cercospora_Leaf_Spot,612.9057647515529,3412.830188679245,692.7318517080746,3506.9182389937105
id_11zffz.jpg,1.0,Tomato_Early_Blight,1824.8063627254508,2312.1378662659654,1947.559306112224,2445.2969571750564
id_11zffz.jpg,1.0,Tomato_Early_Blight,1627.142284569138,2420.411720510894,1715.960921843687,2508.2614575507137
id_11zffz.jpg,1.0,Tomato_Early_Blight,1967.0653181362725,2338.206423741548,2102.838051102204,2493.304282494365
id_11zffz.jpg,1.0,Tomato_Early_Blight,2296.7855711422844,2694.598985725019,2386.255197895792,2863.1038692712245
id_11zffz.jpg,1.0,Tomato_Early_Blight,2779.843436873748,3392.8174305033813,2884.321330160321,3458.148572501879
id_12q33h.jpg,1.0,Pepper_Fusarium,1272.8817806603774,353.0799854288093,1588.2001768867926,869.4496773522065
id_12q33h.jpg,1.0,Pepper_Fusarium,914.9778891509434,3397.580401748543,1299.4413325471698,3742.539029975021
id_135cn2.jpg,1.0,Pepper_Septoria,496.19565217391306,1167.3343685300206,521.1594202898551,1186.190476190476
id_135cn2.jpg,1.0,Pepper_Septoria,423.1366459627329,1151.552795031056,455.3778467908903,1191.1076604554864
id_135cn2.jpg,1.0,Tomato_Septoria,396.79089026915113,1086.3561076604556,423.0538302277433,1113.2660455486543
id_135cn2.jpg,1.0,Pepper_Septoria,697.7432712,1078.0434782608695,725.9627329192546,1102.2877846790889
id_135cn2.jpg,1.0,Tomato_Septoria,643.7267080745341,1073.8509316770187,665.8592132505175,1104.161491
id_13a6yy.jpg,1.0,Pepper_Leaf_Curl,2055.5816061344967,1470.2251732101618,2287.5016844199176,1596.9522228637416
id_13a6yy.jpg,1.0,Pepper_Leaf_Mosaic,1278.0025988193015,2359.2775692840646,1385.3475519763858,2428.990329099307
id_13cfty.jpg,1.0,Pepper_Leaf_Curl,1919.6178773100607,874.7589491916859,2468.123957,1337.3513279445729
id_14l6ko.jpg,1.0,Pepper_Bacterial_Spot,227.94819078947367,359.76069078947364,257.82730263157896,385.9712171052631
id_14l6ko.jpg,1.0,Pepper_Bacterial_Spot,277.1348684210526,336.8536184210526,305.9309210526316,360.9917763157894
id_14l6ko.jpg,1.0,Pepper_Bacterial_Spot,264.25411184210526,360.8190789473684,284.6077302631579,384.9794407894736
id_14x5mc.jpg,1.0,Corn_Streak,1818.0111321303843,2630.2362445414847,2438.394281140861,3211.9683406113536
id_14x5mc.jpg,1.0,Corn_Streak,1422.1479918509897,2527.029039,1858.2478899883588,3152.9161572052403
id_14x5mc.jpg,1.0,Corn_Streak,1011.9970896391152,2208.2600436681223,1756.1845896391153,2646.192576419214
id_14x5mc.jpg,1.0,Corn_Cercospora_Leaf_Spot,556.9614377182771,1364.5414847161574,585.5644644935973,1390.2917030567687
id_14x5mc.jpg,1.0,Corn_Cercospora_Leaf_Spot,685.0837456344588,1729.886462882096,718.7748108265425,1749.9144104803495
